BusinessShortNumber,BusinessNumber,IdBill,einigungskonferenz,einigungskonferenz_ang,LegislativePeriodNumber,rounds,diff,DepartmentAbbreviation,DepartmentName,year,pol_diff,lsq,party_pol
00.006,20000006,198caa8a-037b-41c0-ad40-629081446647,0,NA,46,2,0,BK,Bundeskanzlei,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.008,20000008,026f1578-ee45-46b2-b7f7-b75573ec3560,0,NA,46,6,4,UVEK,"Departement für Umwelt, Verkehr, Energie und Kommunikation",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.009,20000009,9190929a-4020-4648-8269-38e53bb849ae,0,NA,46,2,0,VBS,"Departement für Verteidigung, Bevölkerungsschutz und Sport",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.010,20000010,0f5c3294-2b88-423f-b4d4-d7e46d893f1c,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.010,20000010,801fa75b-f60f-4b25-938e-36455bb44972,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.011,20000011,35d0ed59-2b01-446b-be65-0747c7e793f2,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.012,20000012,5075ed10-1aad-4901-a41b-3ac55ee81cf0,0,NA,46,2,0,EVD,Volkswirtschaftsdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.013,20000013,9b217fe8-b796-48dc-8ee0-788355cebc02,0,NA,46,4,2,UVEK,"Departement für Umwelt, Verkehr, Energie und Kommunikation",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.013,20000013,ccc19d83-fad6-47e2-a356-90cefdc84311,0,NA,46,3,1,UVEK,"Departement für Umwelt, Verkehr, Energie und Kommunikation",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.013,20000013,dae7e4b3-1405-4139-9721-444a6c20cbd1,0,NA,46,3,1,UVEK,"Departement für Umwelt, Verkehr, Energie und Kommunikation",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.013,20000013,e5a41b9a-e9aa-4ef2-bb8e-ac71bc05fb87,0,NA,46,3,1,UVEK,"Departement für Umwelt, Verkehr, Energie und Kommunikation",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.014,20000014,400fed45-ec21-4348-96ed-044d0d1953ee,0,NA,46,3,1,EDI,Departement des Innern,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.014,20000014,64cc41de-2da1-4162-aa45-55baf84414fc,1,1,46,8,5,EDI,Departement des Innern,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.014,20000014,f4d778ee-eae3-4c1a-8d8e-1f27d35dd182,1,1,46,8,5,EDI,Departement des Innern,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.015,20000015,7ca3c9b2-558c-4ad9-b1c8-4f554fae9a53,0,NA,46,3,1,EVD,Volkswirtschaftsdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.015,20000015,9cf50795-a28b-4106-8126-98013335dae5,0,NA,46,2,0,EVD,Volkswirtschaftsdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.017,20000017,c6d5732c-1646-4787-a460-7d23b2449b28,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.018,20000018,11ff68c5-e4c4-471e-ba77-66428f3fa5e1,0,NA,46,3,1,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.018,20000018,865e3f32-cd5a-4918-af49-e56e6c54bce9,0,NA,46,2,0,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.019,20000019,60753ee2-c005-4649-bf39-db9c20fa0280,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.023,20000023,c639ccee-4bb0-4c77-8b72-e6cabb1c7726,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.023,20000023,fc138fbc-380d-43b7-98ef-f09e5f712c77,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.024,20000024,069ecaeb-622c-4c41-8a00-024f3828f4bb,0,NA,46,3,1,EVD,Volkswirtschaftsdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.024,20000024,da9125a2-7331-4dcd-b85a-f2c426a807a8,0,NA,46,3,1,EVD,Volkswirtschaftsdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.025,20000025,54b410b8-1eb6-4a68-88fc-2e4dbbfafd8d,0,NA,46,2,0,EVD,Volkswirtschaftsdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.026,20000026,66f77a41-509d-4701-a983-c455672eddc6,0,NA,46,2,0,EDI,Departement des Innern,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.027,20000027,154a86cb-3b37-4f8f-ae81-d0eb4417b648,1,1,46,8,5,EDI,Departement des Innern,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.028,20000028,cfeb9027-5ddc-4f57-a23e-79cad8a66a77,0,NA,46,2,0,VBS,"Departement für Verteidigung, Bevölkerungsschutz und Sport",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.029,20000029,8633b999-5c64-4d1d-a479-1a7c0b7c045f,0,NA,46,2,0,UVEK,"Departement für Umwelt, Verkehr, Energie und Kommunikation",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.030,20000030,eb460a0d-f693-4a48-96e0-0c5ea201ccfc,0,NA,46,2,0,UVEK,"Departement für Umwelt, Verkehr, Energie und Kommunikation",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.032,20000032,75fb708f-1188-4446-a499-a33d55b84784,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.033,20000033,4bb2e2f2-7665-4e46-b2cf-fd8d1a53eefd,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.034,20000034,42071e0f-b3c4-458b-a5fa-f195d95ffee0,0,NA,46,2,0,UVEK,"Departement für Umwelt, Verkehr, Energie und Kommunikation",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.035,20000035,d09359be-76c7-40b2-a038-b72f067aed29,0,NA,46,2,0,VBS,"Departement für Verteidigung, Bevölkerungsschutz und Sport",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.036,20000036,1013c7a9-669e-47ef-b02e-ddcc3e68994b,0,NA,46,2,0,UVEK,"Departement für Umwelt, Verkehr, Energie und Kommunikation",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.038,20000038,3cfc319e-eb3e-48cd-b8f6-1e7f7e5ee44e,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.040,20000040,6c34c304-3838-4e9d-b6a5-1c13349916e6,0,NA,46,2,0,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.041,20000041,28473757-c9af-4aba-b0f9-0579a6bf8c19,0,NA,46,3,1,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.041,20000041,cad983b7-fa13-4e73-a9eb-ff3ec76db8e6,0,NA,46,3,1,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.042,20000042,989db357-a528-4896-b084-ee92aa44d494,0,NA,46,4,2,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.043,20000043,b1785472-4e2e-4342-8aae-4cd11b0223a3,0,NA,46,2,0,EDA,Departement für auswärtige Angelegenheiten,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.043,20000043,ba7dc55b-ed56-43af-abc1-0c60f731b1f8,0,NA,46,2,0,EDA,Departement für auswärtige Angelegenheiten,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.044,20000044,d180c8ee-6afc-4a36-b918-60dba8d8d511,0,NA,46,4,2,EVD,Volkswirtschaftsdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.045,20000045,f43ebebc-f58e-46cc-b741-d66184aa6c71,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.046,20000046,c7a409e0-d4c8-48d3-aa8f-2cb425713a87,0,NA,46,2,0,EDI,Departement des Innern,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.047,20000047,079a4b44-2a80-4d15-a210-899ca7e209bb,0,NA,46,3,1,EDI,Departement des Innern,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.048,20000048,1f045751-fb92-4ce8-bc1e-b1aafd53dd29,0,NA,46,2,0,VBS,"Departement für Verteidigung, Bevölkerungsschutz und Sport",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.050,20000050,7a6f2692-6296-44e3-bfdb-49594e8b1218,0,NA,46,2,0,EDI,Departement des Innern,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.051,20000051,5f19a7fc-7c97-4ba4-8999-c5da9e57bd2b,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.052,20000052,16a87e62-735d-4194-a5fe-ef77711770c3,0,NA,46,5,3,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.053,20000053,1ed0e9f0-6068-4b08-8d90-fe5355048067,0,NA,46,2,0,EDI,Departement des Innern,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.054,20000054,e4a1dbbc-a9dc-43e6-9849-e8b37d5f011a,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.055,20000055,f4018450-98aa-4942-93cc-93d2b1b1b2c9,0,NA,46,4,2,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.056,20000056,9038ed7b-1ca9-42fd-8937-685e5badb5f2,0,NA,46,2,0,EVD,Volkswirtschaftsdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.057,20000057,443febf9-f6fc-4616-b711-2d121ec91fe6,0,NA,46,3,1,EVD,Volkswirtschaftsdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.058,20000058,0215e72c-31ee-43ee-a921-63045772d7fe,0,NA,46,2,0,VBS,"Departement für Verteidigung, Bevölkerungsschutz und Sport",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.059,20000059,687965a2-a7f3-4505-b6d8-339ef11ab9f3,0,NA,46,2,0,VBS,"Departement für Verteidigung, Bevölkerungsschutz und Sport",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.060,20000060,2b26a3a7-b661-4f9a-b176-ac37f69aec7e,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.060,20000060,4636f20a-7a8f-4770-ac8c-00a3767496e9,0,NA,46,3,1,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.061,20000061,3e96a29c-3971-4f23-8283-58553bcb4e4f,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.062,20000062,2f103e59-23fa-4f54-8530-de59d23065a3,1,1,46,8,5,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.062,20000062,4f34b242-8022-49aa-a169-1caf9acb9ab2,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.062,20000062,dc00778d-9988-4ff6-b426-ce367561c540,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.064,20000064,b774abc2-4487-4e94-840d-a8b9ee197dd4,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.066,20000066,3165929b-6090-42d2-bf5e-b74bcd47d4ff,0,NA,46,2,0,UVEK,"Departement für Umwelt, Verkehr, Energie und Kommunikation",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.068,20000068,199c495e-f368-4693-94dc-89b67ed9c807,0,NA,46,2,0,EDA,Departement für auswärtige Angelegenheiten,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.069,20000069,e5fdffaa-44ff-45ab-8fd0-0b0c2d8cbbd6,0,NA,46,2,0,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.071,20000071,5a2a9a17-d7e4-4895-97db-8b6defe9251d,0,NA,46,2,0,EVD,Volkswirtschaftsdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.072,20000072,87119bb4-ecf6-48f5-a10b-da838b82c2cb,1,1,46,8,5,EVD,Volkswirtschaftsdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.073,20000073,0524623a-638c-4f22-9930-0544dc64fb14,0,NA,46,2,0,UVEK,"Departement für Umwelt, Verkehr, Energie und Kommunikation",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.073,20000073,f9928568-1ffa-41f6-9c2c-0cb34fbd72c5,0,NA,46,2,0,UVEK,"Departement für Umwelt, Verkehr, Energie und Kommunikation",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.074,20000074,ea42726c-f4ee-428e-9732-2cecaf65f7e3,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.075,20000075,0bc502d8-3656-4686-89f0-ae332ad61ff6,0,NA,46,2,0,EVD,Volkswirtschaftsdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.075,20000075,ac00a84b-9eda-4fe5-a29e-2b5c494be594,0,NA,46,4,2,EVD,Volkswirtschaftsdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.076,20000076,eab230c7-d578-4bef-a375-88e8b99aa21c,0,NA,46,4,2,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.077,20000077,c05bd984-faa2-4040-a52f-99198c037445,0,NA,46,2,0,EVD,Volkswirtschaftsdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.078,20000078,a9e04362-78e7-4d8e-b64f-5f500125135d,0,NA,46,2,0,EDI,Departement des Innern,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.079,20000079,bff3e85d-aabc-4a5a-ba3a-35d3d90cd07d,1,0,47,8,6,EDI,Departement des Innern,2003,0.2954347826086957,0.18587623939199546,2.1666666666666665
00.080,20000080,a78869fc-87be-4143-9fa3-1792818dacb7,0,NA,46,2,0,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.083,20000083,c5ee9706-8c4c-4995-bd6a-22dd0581cacf,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.084,20000084,5bdc8230-ca78-40a3-9023-b049a879be74,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.085,20000085,84265fd2-2c23-4c5d-ac62-7d2ef83b1a95,0,NA,46,2,0,UVEK,"Departement für Umwelt, Verkehr, Energie und Kommunikation",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.086,20000086,3fe99d8e-143e-431c-80ff-fb077ea4bc34,0,NA,46,3,1,EVD,Volkswirtschaftsdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.087,20000087,017007f3-5035-43d0-8fbf-a6fd4a7864be,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.088,20000088,35993611-beb5-4e21-8d10-733d35d817ff,0,NA,46,5,3,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.089,20000089,922c14d2-aabc-435d-a9b9-210800760367,0,NA,46,2,0,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.090,20000090,16edf448-75df-448a-b154-d8b83ae656db,0,NA,46,2,0,EDA,Departement für auswärtige Angelegenheiten,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.090,20000090,b6aebeff-19d3-456f-94fe-ab0a2bb74ea1,0,NA,46,2,0,EDA,Departement für auswärtige Angelegenheiten,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.090,20000090,e137e4b5-17c5-450c-b3b9-01f20e33eb2b,0,NA,46,2,0,EDA,Departement für auswärtige Angelegenheiten,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.092,20000092,4f3908e3-055a-4f81-81ae-34414342b26f,0,NA,46,2,0,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.093,20000093,7e7978c4-e29a-4e77-af07-0859c82cffb7,0,NA,46,3,1,EDA,Departement für auswärtige Angelegenheiten,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.094,20000094,171de590-dece-4881-9a81-56c7e98eb1d7,0,NA,46,2,0,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.094,20000094,e76ec5b4-c029-45fc-8cd3-87bff0ebd5cf,0,NA,46,2,0,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.094,20000094,f80dfd3b-ad56-4a55-aba4-bd7ab06e6a8e,1,1,46,8,5,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.095,20000095,779b86db-3bdf-469b-8036-ae9e412297ec,0,NA,46,5,3,EVD,Volkswirtschaftsdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
00.096,20000096,abb2089f-d728-40c3-96bb-2a7ef2d952ad,0,NA,46,2,0,UVEK,"Departement für Umwelt, Verkehr, Energie und Kommunikation",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.006,20010006,7e6f05ea-a108-4408-9a88-3ac1be1c5c05,0,NA,46,2,0,BK,Bundeskanzlei,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.007,20010007,cd0e1e57-d8ad-4320-9d25-766612357b6a,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.009,20010009,4755e585-9f26-4607-9f5b-fc45bc5839f6,0,NA,46,2,0,EVD,Volkswirtschaftsdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.010,20010010,28349b86-037a-41f3-ac66-80b0b8960151,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.010,20010010,35417058-7a84-4d5f-ad32-8df0c9b04564,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.010,20010010,badc3c38-8028-4daf-bbb7-280c1be8a434,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.011,20010011,a99faa27-c76d-41f1-a11a-e49af5ae4b10,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.012,20010012,836d4702-a1e1-4357-b007-d6c47c3ae3c7,0,NA,46,2,0,EDI,Departement des Innern,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.013,20010013,2c90bd12-0028-46c1-8880-96eba8c5cd02,0,NA,46,2,0,EDI,Departement des Innern,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.014,20010014,a207f60c-2a41-4678-ae98-39460fd0cbb0,0,NA,46,2,0,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.015,20010015,4d12c883-f5da-4194-b851-7ca9576fe144,0,NA,46,5,3,EDI,Departement des Innern,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.016,20010016,8a23fe1a-56f4-4180-b674-a4017d38c61a,0,NA,46,2,0,EDA,Departement für auswärtige Angelegenheiten,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.016,20010016,9fcfb8db-3f05-4d1a-a27e-6535f0513cdc,0,NA,46,2,0,EDA,Departement für auswärtige Angelegenheiten,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.017,20010017,295dad24-b675-48c5-89df-59bcfc518afb,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.019,20010019,aa60ee56-37b2-4538-b177-bb29679b955f,0,NA,46,6,4,EVD,Volkswirtschaftsdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.020,20010020,d545679b-dba4-4b08-aa2d-a3110ee58919,0,NA,46,5,3,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.021,20010021,42e5a0ca-cfff-4cd2-822f-9366e5c0d623,1,1,46,8,5,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.021,20010021,8752f3dc-962c-4e89-93f9-1eaeb1a9b614,1,1,46,8,5,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.022,20010022,450b4127-7c25-4f44-9525-836ed190fdc1,0,NA,46,2,0,UVEK,"Departement für Umwelt, Verkehr, Energie und Kommunikation",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.022,20010022,a5c578a9-80e2-4e51-9679-8253aba3da5d,0,NA,46,2,0,UVEK,"Departement für Umwelt, Verkehr, Energie und Kommunikation",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.022,20010022,bb8e2f4d-f738-4feb-9eb4-4bc86e4ec4eb,1,1,46,8,5,UVEK,"Departement für Umwelt, Verkehr, Energie und Kommunikation",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.023,20010023,06c13ea2-9f0a-4e6f-bf15-e6eb2cf13426,0,NA,47,3,1,EJPD,Justiz- und Polizeidepartement,2003,0.2954347826086957,0.18587623939199546,2.1666666666666665
01.023,20010023,0ca313aa-8438-47e0-a69f-92bc4f60767b,0,NA,47,2,0,EJPD,Justiz- und Polizeidepartement,2003,0.2954347826086957,0.18587623939199546,2.1666666666666665
01.023,20010023,2fe2072e-b672-4763-bebc-728d31f7eea1,0,NA,47,2,0,EJPD,Justiz- und Polizeidepartement,2003,0.2954347826086957,0.18587623939199546,2.1666666666666665
01.023,20010023,307bd09b-5c55-490a-b4a7-6a6a2074ea0a,0,NA,46,4,2,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.023,20010023,51c78983-78c0-4ac7-b646-34e6c9d023fa,0,NA,46,3,1,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.023,20010023,582ac6f5-f2fa-4574-afef-827252cb849e,0,NA,47,5,3,EJPD,Justiz- und Polizeidepartement,2003,0.2954347826086957,0.18587623939199546,2.1666666666666665
01.023,20010023,6f9ea8d0-41e9-4bbc-9eed-e8e4e0b41dc8,0,NA,46,5,3,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.023,20010023,7acbec4b-4bec-4067-84f1-345e9ed0d455,0,NA,46,4,2,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.023,20010023,b78dd899-6d5f-414d-baf0-20d748b7c98f,0,NA,46,4,2,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.023,20010023,cf9874c0-50f9-4cae-a51b-4d77d95ede5a,0,NA,47,4,2,EJPD,Justiz- und Polizeidepartement,2003,0.2954347826086957,0.18587623939199546,2.1666666666666665
01.023,20010023,d627ba3a-fc98-4920-8da6-8c1eedf15f7d,0,NA,47,2,0,EJPD,Justiz- und Polizeidepartement,2003,0.2954347826086957,0.18587623939199546,2.1666666666666665
01.025,20010025,2b3374e8-ff2f-4913-a093-99239c174689,0,NA,46,2,0,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.026,20010026,0b613bb8-0b4d-4227-a7b6-1b305480ca13,0,NA,46,2,0,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.028,20010028,ba34d7a7-6fcf-415c-9012-31d463bfe32b,0,NA,46,2,0,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.028,20010028,d4b7d295-aacc-439a-b7ca-0245aea6e129,0,NA,46,2,0,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.029,20010029,9dd96d2b-ced8-4802-b101-471c601277d7,0,NA,46,2,0,EDI,Departement des Innern,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.030,20010030,761e31f4-a6b8-45a6-abaf-627534f2c9ac,0,NA,46,2,0,UVEK,"Departement für Umwelt, Verkehr, Energie und Kommunikation",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.031,20010031,3a3be2e7-1dea-408a-a22a-4c1890082157,0,NA,46,2,0,BK,Bundeskanzlei,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.031,20010031,74400a43-75f8-483c-9505-146ba59575a4,0,NA,46,2,0,BK,Bundeskanzlei,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.031,20010031,c5013e4d-b1a2-430d-9e89-8faf025755cd,0,NA,46,3,1,BK,Bundeskanzlei,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.032,20010032,cb2df531-8782-46d2-ac94-bb3bf535cfcc,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.034,20010034,3a1c263f-edd9-4062-9c04-3bf36d7c7f8f,0,NA,46,2,0,VBS,"Departement für Verteidigung, Bevölkerungsschutz und Sport",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.035,20010035,cc93eb0b-72e8-42e7-972b-5702bf23288b,0,NA,46,4,2,VBS,"Departement für Verteidigung, Bevölkerungsschutz und Sport",1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.036,20010036,feb26763-c044-4f14-975c-2652ffa46ffd,0,NA,46,2,0,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.037,20010037,c663fdfa-b05b-4ba5-8856-063cd64fe56d,0,NA,46,2,0,EFD,Finanzdepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.038,20010038,44f3f7f6-c1c4-4318-af0a-d1a289206c28,0,NA,46,2,0,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.038,20010038,51c28cfb-7c29-4c7e-b474-1ec3cc7f52f1,0,NA,46,2,0,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
01.039,20010039,3b0effad-9c1b-4a72-b47f-773c5f07c5bf,0,NA,46,2,0,EJPD,Justiz- und Polizeidepartement,1999,0.3011111111111111,0.19124188032469103,2.1666666666666665
